# /lscratch1/kbferre/app-traces/mutrino/lulesh/125/rank-000.txt
 delta	 tstmp
17100	 1503728512943511
17153	 1503728512960664
17169	 1503728512977833
17108	 1503728512994941
17189	 1503728513012130
17048	 1503728513029178
23286	 1503728513052464
20300	 1503728513072764
28180	 1503728513100944
14495	 1503728513115439
17167	 1503728513132606
17208	 1503728513149814
17158	 1503728513166972
17063	 1503728513184035
17119	 1503728513201154
17255	 1503728513218409
17154	 1503728513235563
17001	 1503728513252564
17195	 1503728513269759
17164	 1503728513286923
17100	 1503728513304023
17122	 1503728513321145
17167	 1503728513338312
17109	 1503728513355421
17136	 1503728513372557
17092	 1503728513389649
17126	 1503728513406775
17197	 1503728513423972
17154	 1503728513441126
17161	 1503728513458287
17204	 1503728513475491
17174	 1503728513492665
17141	 1503728513509806
17099	 1503728513526905
17208	 1503728513544113
17079	 1503728513561192
17205	 1503728513578397
17101	 1503728513595498
17172	 1503728513612670
17260	 1503728513629930
17052	 1503728513646982
17177	 1503728513664159
17169	 1503728513681328
17107	 1503728513698435
17050	 1503728513715485
17189	 1503728513732674
17065	 1503728513749739
17216	 1503728513766955
17933	 1503728513784888
17199	 1503728513802087
17178	 1503728513819265
17157	 1503728513836422
17127	 1503728513853549
17096	 1503728513870645
17051	 1503728513887696
17051	 1503728513904747
20678	 1503728513925425
18466	 1503728513943891
18139	 1503728513962030
16385	 1503728513978415
17049	 1503728513995464
17134	 1503728514012598
17218	 1503728514029816
17108	 1503728514046924
17193	 1503728514064117
17145	 1503728514081262
17232	 1503728514098494
17257	 1503728514115751
17098	 1503728514132849
17106	 1503728514149955
17102	 1503728514167057
17105	 1503728514184162
17188	 1503728514201350
17183	 1503728514218533
17040	 1503728514235573
17119	 1503728514252692
17241	 1503728514269933
17132	 1503728514287065
17069	 1503728514304134
17078	 1503728514321212
17230	 1503728514338442
20915	 1503728514359357
17102	 1503728514376459
17128	 1503728514393587
17196	 1503728514410783
17095	 1503728514427878
17034	 1503728514444912
17202	 1503728514462114
17129	 1503728514479243
17302	 1503728514496545
17220	 1503728514513765
17023	 1503728514530788
17056	 1503728514547844
17033	 1503728514564877
17203	 1503728514582080
17143	 1503728514599223
17025	 1503728514616248
17221	 1503728514633469
17012	 1503728514650481
17176	 1503728514667657
17087	 1503728514684744
17189	 1503728514701933
17118	 1503728514719051
17086	 1503728514736137
17173	 1503728514753310
17082	 1503728514770392
17122	 1503728514787514
17098	 1503728514804612
17079	 1503728514821691
17210	 1503728514838901
17060	 1503728514855961
17118	 1503728514873079
17173	 1503728514890252
17059	 1503728514907311
17159	 1503728514924470
17246	 1503728514941716
17117	 1503728514958833
17033	 1503728514975866
17290	 1503728514993156
17578	 1503728515010734
19308	 1503728515030042
16308	 1503728515046350
15968	 1503728515062318
17099	 1503728515079417
